filename,score,label,machine_type,AUC,pAUC
BEATs_section_00_source_test_normal_0046_pro_B_vel_8_loc_D,0.019812583923339844,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0047_pro_B_vel_16_loc_D,0.0007415413856506348,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0048_pro_B_vel_16_loc_D,0.0010186433792114258,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0049_pro_B_vel_16_loc_D,0.02222985029220581,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_normal_0050_pro_B_vel_16_loc_D,0.0007859468460083008,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0001_pro_A_vel_4_loc_E,0.0009375214576721191,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0002_pro_A_vel_12_loc_E,0.0010651350021362305,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0003_pro_A_vel_4_loc_F,0.0007618069648742676,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0004_pro_A_vel_4_loc_F,0.0011911988258361816,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0005_pro_A_vel_12_loc_F,0.00442427396774292,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0006_pro_A_vel_12_loc_F,0.0008489489555358887,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0007_pro_A_vel_4_loc_G,0.0023909807205200195,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0008_pro_A_vel_4_loc_G,0.0007169842720031738,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0009_pro_A_vel_12_loc_G,0.005428671836853027,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0010_pro_A_vel_4_loc_H,0.0007796287536621094,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H,0.000708162784576416,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0012_pro_A_vel_12_loc_H,0.0007506608963012695,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0013_pro_A_vel_12_loc_H,0.0011971592903137207,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0014_pro_A_vel_4_loc_E,0.000800788402557373,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0015_pro_A_vel_4_loc_E,0.0009174942970275879,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0016_pro_A_vel_4_loc_E,0.0021057724952697754,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0017_pro_A_vel_12_loc_E,0.0012356042861938477,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0018_pro_A_vel_12_loc_E,0.0014240145683288574,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0019_pro_A_vel_4_loc_F,0.0009922385215759277,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0020_pro_A_vel_12_loc_F,0.0007979869842529297,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0021_pro_A_vel_4_loc_G,0.0007361769676208496,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0022_pro_A_vel_12_loc_G,0.0009582638740539551,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G,0.011894404888153076,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0024_pro_A_vel_4_loc_H,0.0008203387260437012,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0025_pro_A_vel_4_loc_H,0.0024080872535705566,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0026_pro_B_vel_8_loc_E,0.0008224844932556152,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0027_pro_B_vel_16_loc_E,0.0009393095970153809,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0028_pro_B_vel_8_loc_F,0.006827414035797119,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0029_pro_B_vel_16_loc_F,0.0007433891296386719,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0030_pro_B_vel_8_loc_G,0.001232445240020752,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0031_pro_B_vel_16_loc_G,0.000696718692779541,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0032_pro_B_vel_16_loc_G,0.0019919276237487793,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0033_pro_B_vel_8_loc_H,0.0010183453559875488,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0034_pro_B_vel_8_loc_H,0.0007329583168029785,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0035_pro_B_vel_16_loc_H,0.0007156133651733398,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0036_pro_B_vel_16_loc_H,0.0008773207664489746,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0037_pro_B_vel_8_loc_E,0.0014470219612121582,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0038_pro_B_vel_8_loc_E,0.001366257667541504,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0039_pro_B_vel_16_loc_E,0.0007462501525878906,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0040_pro_B_vel_16_loc_E,0.0009133815765380859,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0041_pro_B_vel_8_loc_F,0.0042833685874938965,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0042_pro_B_vel_8_loc_F,0.000770270824432373,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0043_pro_B_vel_16_loc_F,0.001419365406036377,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0044_pro_B_vel_16_loc_F,0.003390371799468994,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0045_pro_B_vel_8_loc_G,0.0018999576568603516,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0046_pro_B_vel_8_loc_G,0.0007981657981872559,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0047_pro_B_vel_16_loc_G,0.0017665624618530273,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0048_pro_B_vel_8_loc_H,0.0021192431449890137,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0049_pro_B_vel_16_loc_H,0.0009274482727050781,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_anomaly_0050_pro_B_vel_16_loc_H,0.0010741353034973145,1,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0001_pro_A_vel_4_loc_E,0.0008723139762878418,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0002_pro_A_vel_4_loc_E,0.0025963187217712402,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0003_pro_A_vel_4_loc_E,0.002749145030975342,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0004_pro_A_vel_4_loc_E,0.0008875727653503418,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0005_pro_A_vel_12_loc_E,0.002621769905090332,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0006_pro_A_vel_12_loc_E,0.0018284320831298828,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0007_pro_A_vel_12_loc_E,0.000695347785949707,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0008_pro_A_vel_4_loc_F,0.0009427666664123535,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0009_pro_A_vel_4_loc_F,0.0017393231391906738,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0010_pro_A_vel_4_loc_F,0.0013096332550048828,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0011_pro_A_vel_12_loc_F,0.0015444755554199219,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0012_pro_A_vel_12_loc_F,0.0008554458618164062,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0013_pro_A_vel_12_loc_F,0.024268388748168945,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0014_pro_A_vel_4_loc_G,0.0015478134155273438,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0015_pro_A_vel_4_loc_G,0.014914929866790771,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0016_pro_A_vel_4_loc_G,0.0009269118309020996,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0017_pro_A_vel_12_loc_G,0.0009143948554992676,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0018_pro_A_vel_12_loc_G,0.0007488727569580078,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0019_pro_A_vel_12_loc_G,0.0013742446899414062,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0020_pro_A_vel_4_loc_H,0.0007287263870239258,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0021_pro_A_vel_4_loc_H,0.0007883906364440918,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0022_pro_A_vel_4_loc_H,0.0007472634315490723,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0023_pro_A_vel_12_loc_H,0.0009531974792480469,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0024_pro_A_vel_12_loc_H,0.0008996725082397461,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0025_pro_A_vel_12_loc_H,0.0016252398490905762,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0026_pro_B_vel_8_loc_E,0.0007751584053039551,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0027_pro_B_vel_8_loc_E,0.001033008098602295,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0028_pro_B_vel_8_loc_E,0.0008028745651245117,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0029_pro_B_vel_16_loc_E,0.0008043646812438965,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0030_pro_B_vel_16_loc_E,0.001195073127746582,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0031_pro_B_vel_16_loc_E,0.0016918182373046875,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0032_pro_B_vel_8_loc_F,0.0007488727569580078,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0033_pro_B_vel_8_loc_F,0.0012761950492858887,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0034_pro_B_vel_8_loc_F,0.0008620619773864746,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0035_pro_B_vel_16_loc_F,0.0022200345993041992,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0036_pro_B_vel_16_loc_F,0.04234170913696289,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0037_pro_B_vel_16_loc_F,0.0007160305976867676,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0038_pro_B_vel_8_loc_G,0.00328749418258667,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0039_pro_B_vel_8_loc_G,0.0008420944213867188,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0040_pro_B_vel_8_loc_G,0.0029418468475341797,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0041_pro_B_vel_16_loc_G,0.0008022785186767578,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0042_pro_B_vel_16_loc_G,0.0009982585906982422,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0043_pro_B_vel_16_loc_G,0.0007519721984863281,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0044_pro_B_vel_8_loc_H,0.0008459091186523438,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0045_pro_B_vel_8_loc_H,0.0007688999176025391,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0046_pro_B_vel_8_loc_H,0.0007552504539489746,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0047_pro_B_vel_16_loc_H,0.0007344484329223633,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0048_pro_B_vel_16_loc_H,0.000780940055847168,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0049_pro_B_vel_16_loc_H,0.0013148188591003418,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_target_test_normal_0050_pro_B_vel_16_loc_H,0.0010858774185180664,0,test_bearing,0.49375,0.5094736842105263
BEATs_section_00_source_test_anomaly_0001_n_A,0.0007990598678588867,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0002_n_A,0.000866234302520752,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0003_n_A,0.025135695934295654,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0004_n_A,0.037380993366241455,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0005_n_A,0.000966191291809082,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0006_n_A,0.0009801983833312988,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0007_n_A,0.0007972121238708496,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0008_n_A,0.0015222430229187012,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0009_n_A,0.000716090202331543,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0010_n_A,0.0007211565971374512,1,test_fan,0.52155,0.501578947368421
BEATs_section_00_source_test_anomaly_0011_n_A,0.0013213157653808594,1,test_fan,0.52155,0.501578947368421
